date,Cluster v2 + VM(M&M),"Cluster v2 + VM(실시간,≤1.5x)",Cluster v2 + TV12m(수정),Cluster v1 + VM(M&M),"Cluster v1 + VM(실시간,≤1.5x)",Naive GMVP-LW + VM(M&M),"Naive GMVP-LW + VM(실시간,≤1.5x)",EW Market + VM(M&M),"EW Market + VM(실시간,≤1.5x)",Market RV2 (t-1),Market ann.vol (t-1)
2006-02-28,1.096900638968403,1.0833902201288734,1.0091354849748333,1.1821058563018711,1.0738531003140632,1.107458521100029,0.9368391104049308,1.1655541829935046,1.0125314900180553,0.00094348,0.1090314083188876
2006-03-31,1.5385015161281297,1.5,1.0242263928806792,1.658009474636433,1.5,1.5533098926478888,1.3176203912012794,1.6347942684685086,1.4229684345039324,0.00067267,0.0944549015194692
2006-04-28,1.7765979105505545,1.5,1.056678112725907,1.9146007575768889,1.5,1.7936980112055472,1.5,1.8877927977935722,1.5,0.00058252,0.0798898807326576
2006-05-31,1.782104654315176,1.5,1.2573719217800916,1.920535255034594,1.5,1.7992577584506395,1.5,1.8936442012858379,1.5,0.00058072,0.0877620706947573
2006-06-30,0.710000490428839,0.6903071510533572,1.211945537359343,0.765152018237914,0.6698476603553575,0.7168343833312937,0.5929520240256845,0.75443847158759,0.6313775218570151,0.0014576099999999,0.1292140085284873
2006-07-31,0.41971838328672434,0.4090327323786094,1.2700282279096116,0.45232133272107805,0.39730366290970454,0.4237582544125041,0.3528748442782308,0.44598799557559965,0.3746569033298589,0.00246571,0.1680582853438867
2006-08-31,0.5869729881425925,0.5724046023130772,1.4803735907682634,0.6325679666181273,0.5581867020821646,0.5926227173916209,0.49586390339307196,0.6237108424672025,0.5311877477414656,0.0017631199999999,0.1490480191079371
2006-09-29,1.716173017683878,1.5,1.520020900243211,1.8494821705448974,1.5,1.7326915169849848,1.452938699994119,1.823585991693136,1.5,0.00060303,0.0812841393160303
2006-10-31,1.7471449080830417,1.5,1.5205218634729667,1.8828599002324498,1.5,1.7639615178570673,1.4803982188704712,1.856496371291339,1.5,0.00059234,0.0863914579110689
2006-11-30,1.9142552482361486,1.5,1.5990515891399153,2.062951063210864,1.5,1.9326803275575817,1.5,2.034065924145371,1.5,0.00054063,0.0786935252043705
2006-12-29,1.4878072066215857,1.400182668476916,1.636166653259389,1.6033773247224503,1.3711646895796545,1.5021276405460908,1.231675597203931,1.5809270699272726,1.3161223370773933,0.00069559,0.0913623554862723
2007-01-31,2.7280256612562783,1.5,1.7102004670588724,2.9399336601222674,1.5,2.75428343918107,1.5,2.898769138999899,1.5,0.0003793599999999,0.0691370812227418
2007-02-28,2.087678154712154,1.5,2.0,2.249845141014463,1.5,2.10777246326042,1.5,2.2183431384061807,1.5,0.00049572,0.079032094746375
2007-03-30,0.7178009078104753,0.6750490242374853,1.9940374143907067,0.7735583576462886,0.658763293495459,0.7247098812483651,0.5903178554587114,0.7627271066610567,0.6311546232851035,0.00144177,0.1382838499532564
2007-04-30,0.6458380542266753,0.6073412527373002,2.0,0.6960055624016733,0.5930790227377803,0.6520543711932298,0.5310891023536377,0.6862601943127967,0.5680860193763003,0.00160242,0.1354805990807271
2007-05-31,1.8113307339702616,1.5,1.9573763156881883,1.952031562621317,1.5,1.8287651448104583,1.4940097678820907,1.9246995021802953,1.5,0.00057135,0.084846979910896
2007-06-29,1.3855432434818644,1.2956539194448267,2.0,1.4931696856515193,1.2565231151890173,1.3988793668582802,1.1386761287507403,1.4722625420999447,1.2106592591389933,0.00074693,0.0924972628587659
2007-07-31,0.7361514655783292,0.6826120218924518,1.7402049968806466,0.7933343528760722,0.6653050866213018,0.7432370667061662,0.6050549662965395,0.782226201298016,0.6434418272575372,0.0014058299999999,0.1298844101499483
2007-08-31,0.44296321345274153,0.4276237400181442,1.0532279182682986,0.47737177839666206,0.4176412451449227,0.44722682059283636,0.37605428906416655,0.4706876885746438,0.3940680309765118,0.00233632,0.1674390635425317
2007-09-28,0.21424761352636917,0.20676596787193063,1.0630026069011342,0.2308899727566996,0.2019436405872562,0.21630978850396868,0.18182291656577518,0.22765708512749677,0.19072217276066475,0.00483041,0.2300532376949149
2007-10-31,0.5687065887368644,0.5488148797288488,1.04875484163641,0.6128826670167272,0.5357407078992769,0.5741805003365602,0.4836679861583871,0.6043011735517031,0.506125274422862,0.00181975,0.1553564661639397
2007-11-30,0.6094122099010181,0.5891552549695803,1.085319198400878,0.6567502257117473,0.5741432267225716,0.615277921026649,0.5182035095323752,0.6475545051058248,0.542393685739686,0.0016982,0.1364051509928833
2007-12-31,0.19486081029222593,0.19307722360602114,0.9711227690799531,0.2099972384251692,0.18841670335414157,0.1967363835155885,0.17311424590872612,0.20705688780636222,0.1789781541569477,0.00531099,0.252451737961932
2008-01-31,0.4395149235996471,0.43719317737170893,0.9835165831594412,0.4736556317515085,0.4267039293625093,0.4437453402787911,0.39235167487519584,0.46702357487130225,0.40459122333790265,0.00235465,0.172245725636371
2008-02-29,0.22642674465526527,0.23397897895676437,0.8668618596701111,0.24401515631541865,0.22644084585160149,0.22860614614031347,0.2099063320217593,0.2405984917856801,0.21240182707053681,0.00457059,0.2341945345220507
2008-03-31,0.32783215171451846,0.35012543485664255,0.8122587522783221,0.35329754825399357,0.336443326347173,0.33098759997828675,0.31108670517241477,0.3483507276556751,0.30983290455242274,0.00315681,0.1994387274327631
2008-04-30,0.16602157917301144,0.17725851824399805,0.815036581073559,0.17891782905466502,0.17034748531989752,0.16761956918408805,0.15779427933802034,0.17641264778027438,0.1571506946388128,0.0062335499999999,0.280254759103213
2008-05-30,0.3773757059966185,0.40549067913830533,0.7753156113890802,0.40668955440138643,0.3888805487138818,0.3810080206126429,0.36064307823484776,0.40099514674196113,0.35842059762118805,0.0027423699999999,0.1772360059868812
2008-06-30,0.6856255771078547,0.7385940132123462,0.7616079183861019,0.7388837066334242,0.7075553827524562,0.6922248567256881,0.6576353639515801,0.7285379650402548,0.6534060497551148,0.00150943,0.1345851403387461
2008-07-31,0.3212071730067503,0.36128336072011724,0.6185908190901719,0.34615795342643185,0.3499540680471664,0.32429885456108637,0.32078756807816794,0.3413111003906713,0.3147237810773633,0.00322192,0.1966291941701435
2008-08-29,0.24282401596778683,0.27307926272903865,0.650310301213063,0.2616861374027592,0.2646174662442689,0.2451612443804961,0.24357363198533882,0.2580220463803451,0.23807708179379267,0.00426195,0.2209495417510522
2008-09-30,0.31940687108155996,0.35962321131818403,0.6422929315308664,0.34421780737010316,0.34857854934228577,0.3224812243794868,0.32050578675572705,0.3393981199756628,0.31372522432579736,0.0032400799999999,0.1971825550093111
2008-10-31,0.04706397269826296,0.05473551480839875,0.6187003140782794,0.0507198152421266,0.05300324615378004,0.04751697259519221,0.04941432584639316,0.05000964380724792,0.04809839304205327,0.0219892999999999,0.5136843388696992
2008-11-28,0.01900554857230105,0.0252737520549611,0.5040926103675964,0.020481864511151863,0.025249812255658376,0.019188480676217007,0.024411901440912726,0.020195080439888248,0.022888299698618716,0.05445272,0.7724068943470033
2008-12-31,0.029595570113815094,0.039465716683994574,0.5049373651219552,0.03189449938240142,0.04021298794682039,0.02988043323612469,0.040161244444070265,0.03144791726685136,0.03728866580092016,0.0349682,0.6810203799408185
2009-01-30,0.05099143534541946,0.06799001863941227,0.49613483157263755,0.05495235593968406,0.06935037612382372,0.051482237834700226,0.06921403502819125,0.05418292108899802,0.06453578014019172,0.02029564,0.482159030724398
2009-02-27,0.08820137818759653,0.12234476188164403,0.48064418301514594,0.09505269847185982,0.12809687326902902,0.08905033361862572,0.12350828361153898,0.09372178449000478,0.11362775716004024,0.01173342,0.3845010949269196
2009-03-31,0.11119234139693218,0.1638910611904158,0.4445480273844859,0.11982955727407207,0.16827069623792687,0.11226258932341018,0.16582377103169396,0.11815172133906411,0.14784005658641775,0.00930733,0.3513468192091983
2009-04-30,0.0507539657908011,0.07552700249408353,0.4207453166810847,0.05469644018830684,0.0782989880205013,0.051242482589401755,0.07762063241529303,0.05393058863254204,0.06897120728284513,0.0203906,0.4832856862617126
2009-05-29,0.1299727113388068,0.19655737373786658,0.40126203064610294,0.1400687516943473,0.20858510506216196,0.13122372398105805,0.20107560221750717,0.13810752951919592,0.18733266255307973,0.00796247,0.3091110480070229
2009-06-30,0.16082446357397992,0.2442577475554698,0.39697141416896536,0.1733170111070424,0.25870171773692846,0.16237243033594015,0.25243872419388436,0.17089025166639402,0.2332407449023607,0.0064349899999999,0.2847470351030893
2009-07-31,0.2885593873757919,0.4410537936365507,0.40465125598735796,0.3109741480582998,0.4645116044834148,0.291336827639436,0.4557115778454913,0.3066199335194166,0.41853204922145776,0.00358645,0.2026848651119628
2009-08-31,0.27342818734713253,0.42270286442655525,0.3854265870928422,0.2946675843356502,0.4450884961592898,0.27605998686562866,0.43618367950968606,0.29054169191705814,0.40175625568146583,0.00378492,0.2082175261158824
2009-09-30,0.45058311956753455,0.6970424509864244,0.38593242677444184,0.4855835847561137,0.7338766222069648,0.4549200697869895,0.7187179966638811,0.47878451442248676,0.6629855456788063,0.00229681,0.1660172280216724
2009-10-30,0.5286729916752618,0.8194990618501977,0.3922474637479686,0.5697393340163415,0.8632765409979872,0.5337615721118006,0.8442589914124967,0.5617619271899628,0.7812515291216042,0.00195755,0.1532664346815701
2009-11-30,0.26321508702265517,0.40812252904555774,0.48836267701986197,0.28366114922597846,0.4297701209331169,0.265748583462829,0.4203387323287341,0.2796893673020209,0.38988991309173054,0.0039317799999999,0.2122186436844622
2009-12-31,0.49716986287112686,0.7729539840248243,0.4895291583499503,0.535789100304906,0.8133896958710564,0.5019552195617079,0.7942867799743808,0.5282870596854865,0.7374146154812119,0.00208159,0.1619507147251904
2010-01-29,1.0565525771599156,1.5,0.477889717513492,1.1386236315133988,1.5,1.0667221013439938,1.5,1.122680789956929,1.5,0.00097951,0.1059237547398213
2010-02-26,0.5352987683642452,0.8308700349919919,0.5425443318554922,0.5768797888108265,0.87474654099905,0.5404511231909407,0.859103582651332,0.5688024023807589,0.7949744227968331,0.0019333199999999,0.1601309727100058
2010-03-31,0.4403077824098387,0.6838388939723474,0.92554941420714,0.4745100783708755,0.7201734686616451,0.444545830509339,0.7078921818758067,0.4678660576540739,0.6547065077488514,0.00235041,0.1765612045364678
2010-04-30,1.3673107252756793,1.5,0.9244217458375402,1.473520899078716,1.5,1.3804713571159024,1.5,1.452888874962956,1.5,0.00075689,0.0910652608799339
2010-05-28,0.5617455435346627,0.8664250342159439,0.9903532337200939,0.6053809006696462,0.9104293896800464,0.5671524537195111,0.8878097706150173,0.5969044458398262,0.8263722930600402,0.0018423,0.148686246842134
2010-06-30,0.12158988734606394,0.18796468262152435,0.7380798246759807,0.13103476540413178,0.19714437107418303,0.1227602136758988,0.1922947027018892,0.12920003578372985,0.17945014069786183,0.00851143,0.3274813246583689
2010-07-30,0.1745809776522174,0.27046825229938987,0.7209066057637534,0.18814210581158844,0.2842006323395828,0.17626135353950795,0.27731723422702487,0.18550776756316484,0.260371049745068,0.00592793,0.2605796301255408
2010-08-31,0.28265943469794613,0.442457384513245,0.7216098139275394,0.30461589794464816,0.46413604878886267,0.2853800867688024,0.4507102457112258,0.30035071069391606,0.4242241372813228,0.0036613099999999,0.2096084921943765
2010-09-30,0.3556431604852004,0.5581099008914575,0.6890783279728421,0.3832688648614888,0.5860882726983317,0.35906629512103483,0.5686029483299593,0.3779023902715551,0.5373433949931603,0.00290995,0.1825709575629556
2010-10-29,0.410480650029315,0.6501439375717382,0.6459947174487022,0.44236602939222963,0.6849915419322915,0.4144316061746214,0.6624697992415266,0.4361720849479263,0.6297950016920693,0.0025212,0.1739379199599673
2010-11-30,0.8932519246438821,1.4163929800842956,0.6738832302112596,0.9626380856770265,1.4927158736047517,0.9018496482655107,1.442905782454396,0.9491593679941926,1.3721569090899346,0.00115858,0.1179108137534467
2010-12-31,0.5769498619394936,0.9146116657067019,0.6732626269216208,0.6217662624689904,0.9640834344709008,0.5825031166480912,0.9318172114537414,0.6130603821997341,0.885981822379837,0.0017937499999999,0.146714007511212
2011-01-31,1.2441888155110172,1.5,0.673910119950364,1.3408351065818167,1.5,1.2561643750074603,1.5,1.3220609295263368,1.5,0.00083179,0.0976103291851654
2011-02-28,1.0461605018538565,1.5,0.7053056937472956,1.1274243189758697,1.5,1.056230000290582,1.5,1.1116382885555698,1.5,0.00098924,0.1116441848015381
2011-03-31,0.8292099857811257,1.3133898924459535,0.7031217265269488,0.8936214871911435,1.3844137889176606,0.8371912932771974,1.3287499615366056,0.88110912982613,1.2728672882427605,0.0012480599999999,0.1286593053070988
2011-04-29,0.4425578435611081,0.7007980617622528,0.726968076524611,0.47693492011994615,0.738702713333569,0.4468175489371019,0.7086782599084351,0.4702569471236248,0.6792857794264572,0.00233846,0.1600668230024166
2011-05-31,1.4548038501116283,1.5,0.7299682631465793,1.5678103283856353,1.5,1.4688066203065286,1.5,1.545858077471234,1.5,0.00071137,0.0946745055439953
2011-06-30,0.9641541810486551,1.5,0.9047980146018381,1.0390478985110523,1.5,0.9734343526873547,1.5,1.0244993018044068,1.475136657549785,0.0010733799999999,0.1134925548218912
2011-07-29,0.42896500599110865,0.6786809311349464,0.952778943505761,0.4622862160127373,0.714366607363927,0.433093877660019,0.6818737068516798,0.45581335202884565,0.6549405049228922,0.00241256,0.1662371143331662
2011-08-31,0.5171984801716704,0.8194117546132381,0.9456273707326968,0.5573735036350635,0.8619739125424242,0.5221766162017888,0.8230296039012119,0.549569241357091,0.7904006232061754,0.00200098,0.1587839664449783
2011-09-30,0.049759057944827885,0.07882857928553903,1.0090971188134092,0.05362424973693497,0.08296729955052276,0.05023799856177958,0.07919829355533567,0.05287341083505464,0.07635298180325147,0.0207982999999999,0.4773646678242499
2011-10-31,0.14057430481975736,0.2233397832230659,1.1238734560098378,0.15149385739193305,0.2373052261158445,0.1419273598625715,0.22556190482856697,0.14937266255780882,0.21978169331704142,0.00736197,0.2972265802380399
2011-11-30,0.12435489437309803,0.19980849170594026,0.9344740712229187,0.13401455307427734,0.21342817313556486,0.12555183443370072,0.202384464383873,0.13213810090273362,0.1994091627436321,0.00832218,0.3160160755404699
2011-12-30,0.12799993752205227,0.20564511197522178,0.9420056433069257,0.13794273644821,0.2196511440172477,0.12923196183237107,0.2083429123723566,0.13601128242758986,0.20535795355963435,0.0080851899999999,0.3114839963786261
2012-01-31,0.33766095521380945,0.5430323310263748,1.0327900604620084,0.3638898350703083,0.5794893162530946,0.3409110076241648,0.549624392881689,0.35879470282118675,0.5416784145936729,0.00306492,0.1917786223748622
2012-02-29,1.4820756929224794,1.5,1.0162553842777107,1.5972005976165569,1.5,1.4963409599121489,1.5,1.5748368284509247,1.5,0.00069828,0.0937994029831746
2012-03-30,1.3334327357290656,1.5,1.043431141928639,1.4370113298250697,1.5,1.346267285326483,1.5,1.4168905073582094,1.5,0.0007761199999999,0.0988893927577675
2012-04-30,0.7960431171283702,1.2765336886154917,1.0449350719737258,0.8578782773900353,1.3614337676307053,0.8037051870586398,1.2769781043796644,0.8458663912209526,1.2741682051265808,0.00130006,0.1220311286665675
2012-05-31,0.5726210859531066,0.9182566600769237,1.0894310560990865,0.6171012351526243,0.9792918858321455,0.578132675350358,0.918624658818979,0.6084606739135576,0.9158998035566995,0.00180731,0.1509042941734926
2012-06-29,0.6413076547981142,1.0282077593687031,1.0749721911100516,0.6911232499062361,1.0961283483107205,0.6474803657884513,1.028309892638768,0.6814462432428469,1.0263243771648947,0.00161374,0.1359582957447546
2012-07-31,0.2811818382725161,0.4509460142572242,1.012195186920195,0.30302352455575643,0.48063520230180307,0.283888268190204,0.45119892609707124,0.2987806334843194,0.4500917259401408,0.00368055,0.2101585116049312
2012-08-31,0.6415382323228775,1.029370180683477,1.107604690359988,0.691371738267598,1.096885792489578,0.6477131626667659,1.0295516671159857,0.6816912523065163,1.0269649971413293,0.0016131599999999,0.1391327423721677
2012-09-28,1.29304789701373,1.5,1.0969365208142872,1.3934894713674963,1.5,1.3054937346787139,1.5,1.373978035597371,1.5,0.00080036,0.0936438024598021
2012-10-31,0.9614669678495595,1.5,1.2257269121308227,1.036151947549833,1.5,0.9707212745382257,1.5,1.0216438995249928,1.5,0.00107638,0.1194830443817734
2012-11-30,1.1368072134694216,1.5,1.7073181728696953,1.2251122998635835,1.5,1.1477492041473374,1.5,1.2079584566224708,1.5,0.0009103599999999,0.1045194718700778
2012-12-31,0.5318299295729868,0.8478572938627457,1.5787712803012877,0.5731414970239148,0.9050219089865642,0.5369488961512022,0.8481981451960883,0.5651164536086952,0.8476237273792923,0.0019459299999999,0.1528108634881695
2013-01-31,1.0489173506587093,1.5,1.6555744950105324,1.1303953147081909,1.5,1.0590133843017264,1.5,1.1145676848401764,1.5,0.00098664,0.111497372166343
2013-02-28,1.1142015383373804,1.5,1.3353730566276902,1.2007506576054707,1.5,1.124925944992577,1.5,1.183937922516189,1.5,0.00092883,0.1055744287221105
2013-03-28,0.7939849588040087,1.2469018060301593,1.3176847324525847,0.855660245125315,1.3340779187786194,0.8016272185598424,1.255018728234044,0.8436794155195997,1.2568983541619119,0.00130343,0.1314823101969875
2013-04-30,2.070843051233435,1.5,1.190714230525163,2.231702317766262,1.5,2.0907753186342277,1.5,2.2004543483155814,1.5,0.00049975,0.0793526937160925
2013-05-31,0.5541831677879391,0.8429486723291321,1.162591769228491,0.597231093531085,0.909478403810282,0.5595172886344169,0.8695714910216176,0.5888687511088505,0.8764300571155808,0.00186744,0.1462555173784441
2013-06-28,0.9214707638268267,1.4019097995578558,1.0870034342423602,0.9930489122105685,1.5,0.9303400992676123,1.445911133414161,0.9791443865824163,1.4582416136501106,0.0011231,0.1134222200452803
2013-07-31,0.47212119124918733,0.7182173117420427,1.1189578873680157,0.5087946940980462,0.7743813894778209,0.4766654496003718,0.7403996991180288,0.501670625206207,0.7468035501092612,0.0021920299999999,0.1661913896686588
2013-08-30,1.8319475586877947,1.5,1.0082050337512176,1.974249864235094,1.5,1.8495804104783957,1.5,1.9466067063844645,1.5,0.00056492,0.0804419158037762
2013-09-30,0.9385265259083777,1.3746241741935892,0.8802718879679666,1.0114295344146491,1.4867525370137424,0.9475600263786336,1.4442721679666148,0.997267646002695,1.4758390926878306,0.00110269,0.1123868885914755
2013-10-31,1.7197663806004104,1.5,0.8703942731980845,1.8533546592613281,1.5,1.736319466718938,1.5,1.827404258388939,1.5,0.00060177,0.0870764147171896
2013-11-29,0.6676669579646689,0.9558975663066568,0.8541662929441521,0.7195300950973602,1.0349035089979868,0.6740933823780977,1.0149002940492646,0.7094553399423125,1.0422170539530824,0.0015500299999999,0.1303185995600948
2013-12-31,1.3688660699364388,1.5,0.8928795782342034,1.4751970600423752,1.5,1.3820416722717266,1.5,1.4545415665659527,1.5,0.0007560299999999,0.0976011167968891
2014-01-31,1.4339408840742287,1.5,0.9005584445280447,1.545326765648512,1.5,1.4477428441606166,1.5,1.5236893262911713,1.5,0.0007217199999999,0.0930625596037418
2014-02-28,0.7107953507973386,1.0133868669922685,0.913661299937066,0.7660086218929445,1.0962086274130942,0.7176368943855378,1.0794123172857337,0.7552830812035274,1.1041095022549992,0.00145598,0.1321807852904498
2014-03-31,0.7469209668682041,1.0651767300791635,0.8941957268471731,0.8049404091513102,1.1519356273005759,0.7541102265419435,1.1344631020057667,0.7936697512707581,1.1600403068184908,0.00138556,0.1355614290741713
2014-04-30,1.0505571158805287,1.4982602139819796,0.9402363063694633,1.132162453866297,1.5,1.060668932582941,1.5,1.1163100807742479,1.5,0.0009851,0.1087253420321131
2014-05-30,0.6152926716016985,0.8774894227536288,0.9612419674950129,0.6630874708250976,0.948860402638024,0.6212149833156687,0.9313411660196012,0.653803017039966,0.9524856691878468,0.00168197,0.1420691380983217
2014-06-30,1.5151437907793233,1.5,1.0459131031201045,1.6328373642886058,1.5,1.529727344646661,1.5,1.6099746143281677,1.5,0.00068304,0.090534413346528
2014-07-31,3.124520907112822,1.5,1.021227147797343,3.3672279249552846,1.5,3.1545950289458826,1.5,3.3200804920316154,1.5,0.00033122,0.0630447460142397
2014-08-29,0.9880315959424014,1.2336597421138642,0.9089135135468643,1.0647800669285967,1.3523529277345445,0.9975415923465357,1.2962707931096913,1.0498711721632854,1.4203280781408154,0.00104744,0.1095351500245884
2014-09-30,1.8838011082765878,1.5,1.0252442084593651,2.0301313018615676,1.5,1.901933060573849,1.5,2.0017057002943583,1.5,0.00054937,0.0811938421310384
2014-10-31,1.324456493452493,1.5,0.9287738213877156,1.4273378296138746,1.5,1.3372046449710195,1.5,1.4073524540821516,1.5,0.00078138,0.0968326391254519
2014-11-28,0.3390137271894326,0.41028870200870377,0.8694397972560296,0.36534768787649236,0.45055514338200137,0.34227680029333324,0.4321127973908425,0.3602321429856002,0.4732982581552151,0.00305269,0.1828848390321792
2014-12-31,6.016183088326409,1.5,0.8694173462297538,6.483509087918204,1.5,6.074090021436201,1.5,6.392727941929495,1.5,0.00017202,0.047765347492221
