date,RV2,RV2_var,n_days,mkt_rf_sum,RF,ann_vol
2007-05-31,0.00074693,0.0007340404761904761,22,0.0319,0.0044,0.09249726285876592
2007-06-30,0.0014058299999999998,0.0014582610000000004,21,-0.018900000000000004,0.004200000000000001,0.1298844101499483
2007-07-31,0.00233632,0.0023854239999999997,21,-0.03679999999999999,0.004200000000000001,0.16743906354253177
2007-08-31,0.00483041,0.005043537272727272,23,0.011899999999999999,0.0046,0.23005323769491495
2007-09-30,0.00181975,0.0018614422222222224,19,0.0327,0.0038,0.15535646616393978
2007-10-31,0.0016982,0.0017593254545454544,23,0.018800000000000004,0.0023,0.13640515099288333
2007-11-30,0.00531099,0.005469355000000001,21,-0.0463,0.004200000000000001,0.25245173796193204
2007-12-31,0.00235465,0.0024756184210526326,20,-0.007500000000000005,0.002,0.172245725636371
2008-01-31,0.00457059,0.004600039000000001,21,-0.0631,0.0021000000000000003,0.23419453452205072
2008-02-29,0.00315681,0.0032765321052631575,20,-0.029699999999999997,0.002,0.19943872743276317
2008-03-31,0.006233549999999999,0.006559407894736842,20,-0.006499999999999998,0.002,0.28025475910321307
2008-04-30,0.002742369999999999,0.002769994761904762,22,0.0465,0.0022,0.17723600598688127
2008-05-31,0.00150943,0.0015662770000000003,21,0.0193,0.0021000000000000003,0.13458514033874616
2008-06-30,0.00322192,0.0030114940000000004,21,-0.0862,0.0021000000000000003,0.1966291941701435
2008-07-31,0.00426195,0.0044635623809523815,22,-0.005299999999999996,0.0022,0.22094954175105228
2008-08-31,0.0032400799999999993,0.003387634,21,0.017,0.0021000000000000003,0.1971825550093111
2008-09-30,0.021989299999999996,0.022710315,21,-0.08700000000000001,0.0021000000000000003,0.5136843388696992
2008-10-31,0.05445272,0.05573787818181818,23,-0.16179999999999997,0.0,0.7724068943470033
2008-11-30,0.0349682,0.036691775555555556,19,-0.0628,0.0,0.6810203799408185
2008-12-31,0.020295640000000004,0.021225297142857143,22,0.027799999999999984,0.0,0.482159030724398
2009-01-31,0.011733420000000001,0.012022494736842105,20,-0.079,0.0,0.3845010949269196
2009-02-28,0.00930733,0.009245270000000002,19,-0.10210000000000001,0.0,0.3513468192091983
2009-03-31,0.0203906,0.020922723809523813,22,0.09600000000000002,0.0,0.48328568626171264
2009-04-30,0.00796247,0.007851553,21,0.10089999999999999,0.0,0.3091110480070229
2009-05-31,0.006434989999999999,0.0066207678947368415,20,0.0539,0.0,0.2847470351030893
2009-06-30,0.0035864500000000006,0.0037554614285714273,22,0.006100000000000003,0.0,0.2026848651119628
2009-07-31,0.00378492,0.003685746666666667,22,0.0766,0.0,0.20821752611588243
2009-08-31,0.00229681,0.0023541900000000004,21,0.0339,0.0,0.16601722802167249
2009-09-30,0.00195755,0.0019717869999999996,21,0.040900000000000006,0.0,0.15326643468157014
2009-10-31,0.003931779999999999,0.004091579047619047,22,-0.023999999999999997,0.0,0.2122186436844622
2009-11-30,0.0020815900000000003,0.0020255047368421056,20,0.056100000000000004,0.0,0.1619507147251904
2009-12-31,0.00097951,0.000988552857142857,22,0.028100000000000007,0.0,0.10592375473982131
2010-01-31,0.0019333199999999999,0.001979491111111111,19,-0.0332,0.0,0.16013097271000581
2010-02-28,0.0023504100000000007,0.0024140944444444447,19,0.034699999999999995,0.0,0.17656120453646784
2010-03-31,0.0007568900000000001,0.0006193736363636365,23,0.0615,0.0,0.09106526087993398
2010-04-30,0.0018423000000000003,0.001912783,21,0.020800000000000006,0.0,0.148686246842134
2010-05-31,0.008511430000000002,0.008638367894736843,20,-0.07810000000000002,0.0,0.32748132465836893
2010-06-30,0.005927930000000001,0.006068771904761904,22,-0.05450000000000001,0.0,0.2605796301255408
2010-07-31,0.0036613099999999997,0.003607015,21,0.0689,0.0,0.2096084921943765
2010-08-31,0.00290995,0.002941981428571429,22,-0.0473,0.0,0.18257095756295563
2010-09-30,0.0025212000000000004,0.002222218,21,0.0922,0.0,0.17393791995996735
2010-10-31,0.00115858,0.0011420109999999996,21,0.038599999999999995,0.0,0.11791081375344672
2010-11-30,0.0017937499999999998,0.001880917,21,0.007100000000000004,0.0,0.14671400751121208
2010-12-31,0.00083179,0.0006620804761904766,22,0.0663,0.0,0.09761032918516545
2011-01-31,0.00098924,0.0010189705263157892,20,0.0206,0.0,0.11164418480153813
2011-02-28,0.0012480599999999998,0.0012493411111111114,19,0.035,0.0,0.1286593053070988
2011-03-31,0.0023384600000000005,0.002443328181818182,23,0.0056,0.0,0.1600668230024166
2011-04-30,0.00071137,0.0007036268421052632,20,0.029300000000000003,0.0,0.09467450554399533
2011-05-31,0.0010733799999999999,0.0011193610000000004,21,-0.0124,0.0,0.11349255482189127
2011-06-30,0.0024125600000000002,0.00251463619047619,22,-0.016400000000000005,0.0,0.16623711433316624
2011-07-31,0.00200098,0.002078934736842105,20,-0.0228,0.0,0.1587839664449783
2011-08-31,0.020798299999999995,0.021626375454545453,23,-0.0508,0.0,0.4773646678242499
2011-09-30,0.007361970000000001,0.007446563999999999,21,-0.0753,0.0,0.29722658023803994
2011-10-31,0.00832218,0.008115561,21,0.1116,0.0,0.31601607554046995
2011-11-30,0.008085189999999999,0.008489337,21,0.0014999999999999944,0.0,0.31148399637862617
2011-12-31,0.00306492,0.003213934,21,0.0092,0.0,0.1917786223748622
2012-01-31,0.00069828,0.0006055494736842105,20,0.0496,0.0,0.09379940298317468
2012-02-29,0.0007761199999999999,0.0007178336842105264,20,0.04340000000000001,0.0,0.0988893927577675
2012-03-31,0.00130006,0.0013156133333333334,22,0.0312,0.0,0.12203112866656755
2012-04-30,0.0018073100000000001,0.001899471052631579,20,-0.007500000000000001,0.0,0.15090429417349263
2012-05-31,0.00161374,0.0015027828571428572,22,-0.0628,0.0,0.13595829574475468
2012-06-30,0.00368055,0.003784176999999999,21,0.0401,0.0,0.2101585116049312
2012-07-31,0.0016131599999999998,0.001689946,21,0.008800000000000007,0.0,0.13913274237216772
2012-08-31,0.0008003600000000002,0.0008074145454545453,23,0.0254,0.0,0.0936438024598021
2012-09-30,0.00107638,0.0010944699999999997,19,0.027400000000000004,0.0,0.11948304438177344
2012-10-31,0.0009103599999999999,0.0009407399999999999,21,-0.0174,0.0,0.10451947187007787
2012-11-30,0.0019459299999999998,0.002039442,21,0.008700000000000001,0.0,0.15281086348816958
2012-12-31,0.00098664,0.0010304757894736844,20,0.012400000000000001,0.0,0.111497372166343
2013-01-31,0.0009288300000000001,0.0008267589999999999,21,0.0545,0.0,0.10557442872211055
2013-02-28,0.0013034300000000002,0.0013663088888888886,19,0.013099999999999997,0.0,0.1314823101969875
2013-03-31,0.00049975,0.00044310052631578944,20,0.0397,0.0,0.07935269371609259
2013-04-30,0.00186744,0.0019435580952380956,22,0.0164,0.0,0.1462555173784441
2013-05-31,0.0011231000000000001,0.0011387123809523808,22,0.028200000000000003,0.0,0.11342222004528038
2013-06-30,0.0021920299999999998,0.0023009152631578945,20,-0.011099999999999995,0.0,0.16619138966865882
2013-07-31,0.00056492,0.0004456704761904761,22,0.055400000000000005,0.0,0.0804419158037762
2013-08-31,0.0011026900000000001,0.001120227142857143,22,-0.027100000000000003,0.0,0.11238688859147551
2013-09-30,0.0006017700000000001,0.0005609994736842105,20,0.0371,0.0,0.08707641471718965
2013-10-31,0.0015500299999999998,0.0015414454545454545,23,0.0417,0.0,0.1303185995600948
2013-11-30,0.0007560299999999999,0.0007449152631578946,20,0.0311,0.0,0.09760111679688915
2013-12-31,0.0007217199999999999,0.000718606,21,0.028000000000000004,0.0,0.09306255960374182
2014-01-31,0.0014559800000000002,0.0014743290000000001,21,-0.033,0.0,0.13218078529044985
2014-02-28,0.00138556,0.0013429266666666662,19,0.046400000000000004,0.0,0.13556142907417132
2014-03-31,0.0009851,0.0010332969999999999,21,0.0046,0.0,0.10872534203211319
2014-04-30,0.00168197,0.001766028,21,-0.0009000000000000041,0.0,0.1420691380983217
2014-05-31,0.0006830400000000001,0.0006959740000000001,21,0.0206,0.0,0.09053441334652808
2014-06-30,0.00033122000000000007,0.00031449899999999993,21,0.0258,0.0,0.06304474601423976
2014-07-31,0.0010474400000000002,0.001078270476190476,22,-0.019999999999999997,0.0,0.10953515002458843
2014-08-31,0.0005493700000000001,0.000489058,21,0.0419,0.0,0.08119384213103849
2014-09-30,0.00078138,0.0008016309999999999,21,-0.019399999999999997,0.0,0.09683263912545191
2014-10-31,0.0030526900000000007,0.0031600081818181813,23,0.026299999999999997,0.0,0.18288483903217922
2014-11-30,0.00017202,0.00014573444444444442,19,0.0254,0.0,0.04776534749222109
2014-12-31,0.0020756299999999993,0.0021744652380952375,22,0.0002999999999999982,0.0,0.15419273063869832
2015-01-31,0.00230753,0.002381294210526316,20,-0.030099999999999995,0.0,0.1705135713073889
2015-02-28,0.0008309700000000001,0.0006791300000000001,19,0.0597,0.0,0.10498231430002615
2015-03-31,0.00157217,0.001641983333333333,22,-0.010299999999999997,0.0,0.13419572544337144
2015-04-30,0.00062062,0.0006497289999999999,21,0.006199999999999997,0.0,0.08629855155215527
2015-05-31,0.00080323,0.0008353363157894737,20,0.013900000000000001,0.0,0.10060167990645087
2015-06-30,0.00107605,0.0011170004761904763,22,-0.014700000000000005,0.0,0.11102100538350226
2015-07-31,0.0011799800000000002,0.0012233619047619046,22,0.016399999999999998,0.0,0.11625891168187731
2015-08-31,0.005551640000000001,0.005651614,21,-0.05960000000000001,0.0,0.2581078844204493
2015-09-30,0.0039853,0.004141933,21,-0.029200000000000004,0.0,0.2186860763743316
2015-10-31,0.00176614,0.0015780819047619046,22,0.0756,0.0,0.142233367776661
2015-11-30,0.00110521,0.0011612900000000004,20,0.006300000000000001,0.0,0.1180069743701617
2015-12-31,0.0027626,0.0028751047619047622,22,-0.01999999999999999,0.0,0.1778885248483647
2016-01-31,0.00451094,0.004583572222222222,19,-0.056600000000000004,0.0,0.24460030554699683
2016-02-29,0.00280524,0.0029528505263157895,20,0.0008000000000000012,0.0,0.18800538290166055
2016-03-31,0.0014318399999999998,0.0012798323809523806,22,0.06799999999999999,0.0,0.12806668717366104
2016-04-30,0.0009057399999999999,0.000946609,21,0.009400000000000002,0.0,0.1042539207895799
2016-05-31,0.00107387,0.0011111830000000002,21,0.018099999999999998,0.0,0.11351845664912821
2016-06-30,0.00317635,0.0033275242857142857,22,0.0012999999999999939,0.0,0.19074497491295925
2016-07-31,0.0005564799999999999,0.0005057157894736841,20,0.039,0.0,0.08373558383387554
2016-08-31,0.00033080999999999996,0.0003447554545454545,23,0.004900000000000003,0.0,0.060204044353529426
2016-09-30,0.00173192,0.0018178680000000003,21,0.0036000000000000025,0.0,0.14416324080707954
2016-10-31,0.00041574,0.00041612500000000005,21,-0.020200000000000003,0.0,0.07063200407747185
2016-11-30,0.00109762,0.001037301,21,0.048,0.0,0.11476689418120542
2016-12-31,0.00057517,0.0005875479999999999,21,0.0181,0.0,0.08307851707872499
2017-01-31,0.00043738,0.0004401810526315789,20,0.0196,0.0,0.07423602898862519
2017-02-28,0.0002821499999999999,0.0002301577777777778,19,0.0349,0.0,0.06117352368467913
2017-03-31,0.0006989,0.0007304481818181817,23,0.0021999999999999997,0.0,0.08750721709366754
2017-04-30,0.00047389,0.0004936166666666667,19,0.0109,0.0,0.07927974454258062
2017-05-31,0.0005864899999999998,0.0006087604761904762,22,0.010900000000000002,0.0,0.0819632622803434
2017-06-30,0.0005408199999999999,0.0005635257142857144,22,0.007999999999999997,0.0,0.0787073520881453
2017-07-31,0.00027378000000000005,0.000269981052631579,20,0.0186,0.0,0.05873353386269211
2017-08-31,0.0008200299999999999,0.0008571036363636362,23,0.002100000000000003,0.0,0.0947875335776764
2017-09-30,0.00030203,0.0002858163157894737,20,0.0247,0.0,0.06168936699302401
2017-10-31,0.00026424,0.0002525009523809524,22,0.0226,0.0,0.0550158985285989
2017-11-30,0.00040285,0.000375252,21,0.030899999999999997,0.0,0.06952841145891368
2017-12-31,0.00027958999999999997,0.00028827947368421046,20,0.010700000000000001,0.0,0.05935346662158833
2018-01-31,0.0007829300000000001,0.000673564,21,0.0545,0.0021000000000000003,0.09692863354035279
2018-02-28,0.00518019,0.005401853333333333,19,-0.034499999999999996,0.0019,0.2621176794776286
2018-03-31,0.0032572800000000004,0.003395502,21,-0.022200000000000004,0.0021000000000000003,0.19770523513554214
2018-04-30,0.0023922400000000003,0.0025111299999999994,21,0.0037999999999999944,0.0021000000000000003,0.16943104792215624
2018-05-31,0.00086689,0.0008742233333333334,22,0.0267,0.0022,0.09964853691395027
2018-06-30,0.0006888500000000001,0.0007219920000000002,21,0.005099999999999997,0.0021000000000000003,0.09091864495250686
2018-07-31,0.0006661100000000001,0.000649171,21,0.031700000000000006,0.0021000000000000003,0.08940536896629868
2018-08-31,0.0005197299999999999,0.0004904990909090909,23,0.0341,0.0023,0.07546146727620832
2018-09-30,0.00026018000000000005,0.00027459888888888885,19,0.0008000000000000012,0.0019,0.05874358195626678
2018-10-31,0.004890419999999999,0.00484181,23,-0.0772,0.0023,0.2314778456861007
2018-11-30,0.0031053000000000005,0.0032436369999999997,21,0.0184,0.0021000000000000003,0.19303782012859552
2018-12-31,0.007091310000000002,0.006967924444444444,19,-0.0965,0.0019,0.30668088334704907
2019-01-31,0.0031809999999999994,0.0030038499999999997,21,0.08199999999999999,0.0021000000000000003,0.1953765594947357
2019-02-28,0.0005704,0.0005378666666666667,19,0.034,0.0019,0.0869787632882757
2019-03-31,0.00129172,0.0013498079999999999,21,0.0114,0.0021000000000000003,0.12450156625520821
2019-04-30,0.00043527999999999997,0.00038099399999999995,21,0.039,0.0021000000000000003,0.07227281646649727
2019-05-31,0.0021095099999999998,0.0019732842857142856,22,-0.07050000000000001,0.0022,0.15544606196947602
2019-06-30,0.0012020299999999995,0.00102121,20,0.0681,0.002,0.12306737179285172
2019-07-31,0.0006345899999999999,0.0006576042857142856,22,0.012299999999999998,0.0022,0.08525807879608828
2019-08-31,0.004576660000000001,0.004768521904761904,22,-0.0234,0.0022,0.22896191823095824
2019-09-30,0.00073462,0.0007623705263157893,20,0.0144,0.002,0.09620920953838047
2019-10-31,0.0015907299999999998,0.0016424136363636357,23,0.021300000000000003,0.0023,0.13201843744752836
2019-11-30,0.00035979999999999996,0.0003027368421052632,20,0.038,0.002,0.06733112207590186
2019-12-31,0.00050391,0.000490741,21,0.027700000000000002,0.0021000000000000003,0.07776194442013394
2020-01-31,0.00112114,0.001177189,21,-0.0003999999999999976,0.0021000000000000003,0.11598999956892836
2020-02-29,0.00470563,0.004588928888888889,19,-0.08249999999999999,0.0019,0.24982296468541584
2020-03-31,0.0723801,0.07528361714285714,22,-0.10679999999999999,0.0022,0.9105389313228432
2020-04-30,0.01470059,0.014525718999999998,21,0.1349,0.0,0.4200084284868579
2020-05-31,0.00445549,0.004521976315789475,20,0.056500000000000015,0.0,0.23693706759390773
2020-06-30,0.007329529999999999,0.00764201761904762,22,0.027699999999999995,0.0,0.28975236762700407
2020-07-31,0.0018389,0.0017684780952380954,22,0.0576,0.0,0.14513360615778703
2020-08-31,0.00077277,0.0005383479999999999,21,0.0739,0.0,0.0962976635230575
2020-09-30,0.0051744600000000005,0.005373325000000001,21,-0.034600000000000006,0.0,0.24918571387621727
2020-10-31,0.00365394,0.0038100152380952383,22,-0.0194,0.0,0.20458304381884101
2020-11-30,0.0025301100000000003,0.0019242078947368422,20,0.1185,0.0,0.1785479935479534
2020-12-31,0.0006548899999999999,0.000587491904761905,22,0.0455,0.0,0.0866110112672013
2021-01-31,0.00211846,0.002236143333333334,19,0.0004000000000000045,0.0,0.16762299804526887
2021-02-28,0.0018717900000000001,0.001930017777777778,19,0.028699999999999996,0.0,0.15756219824497714
2021-03-31,0.00330692,0.0034083327272727277,23,0.0328,0.0,0.19034794684883055
2021-04-30,0.0011347699999999998,0.0010719480000000003,21,0.0489,0.0,0.11669293037712267
2021-05-31,0.0017074,0.0017965810526315786,20,0.0036,0.0,0.1466739240628681
2021-06-30,0.0006189400000000001,0.000613182857142857,22,0.027200000000000002,0.0,0.08420021593580604
2021-07-31,0.0011974600000000002,0.0012475329999999999,21,0.014000000000000002,0.0,0.1198729327246147
2021-08-31,0.00068512,0.0006760228571428572,22,0.0296,0.0,0.08858746063534151
2021-09-30,0.0014699700000000001,0.0014444559999999998,21,-0.044500000000000005,0.0,0.13281430645830292
2021-10-31,0.00125709,0.001109344,21,0.0649,0.0,0.1228213336517724
2021-11-30,0.0013873,0.001445113,21,-0.015199999999999997,0.0,0.12902557885938742
2021-12-31,0.002956330000000001,0.0030443033333333335,22,0.03330000000000001,0.0,0.1840201520585079
